image_id,path,question,answer,difficulty
A1zGA44mLrL,ee/eee160a2.jpg,How is the pattern arranged?,Symmetrically,0
A1zGA44mLrL,ee/eee160a2.jpg,What overall impression is conveyed?,Geometric,0
91TFgE9WJyL,88/884afbde.jpg,What material is the insole made of?,Foam,0
91TFgE9WJyL,88/884afbde.jpg,What color are the laces?,Grey,0
91TFgE9WJyL,88/884afbde.jpg,What type of outsole is featured?,Traction,2
91TFgE9WJyL,88/884afbde.jpg,What kind of overlays are present?,Synthetic,0
91TFgE9WJyL,88/884afbde.jpg,What is the brand of the shoe?,Amazon,0
71-aJVwE8cL,bd/bdd6192a.jpg,What color is the topmost visible layer?,Green,5
71-aJVwE8cL,bd/bdd6192a.jpg,What color is the binding around the top layer?,Black,1
71-aJVwE8cL,bd/bdd6192a.jpg,What general shape is the object?,Rectangular,0
71-aJVwE8cL,bd/bdd6192a.jpg,How many distinct layers are visible?,Four,0
71-aJVwE8cL,bd/bdd6192a.jpg,What is the visible texture of the top layer?,Smooth,1
71pAjdzwu-L,50/50b9506c.jpg,What color is the boot's lining?,Red,1
71pAjdzwu-L,50/50b9506c.jpg,What type of footwear is this?,Boot,0
71pAjdzwu-L,50/50b9506c.jpg,What material appears to be the boot's primary component?,Suede,0
71pAjdzwu-L,50/50b9506c.jpg,What color are the shoelaces?,White,0
71pAjdzwu-L,50/50b9506c.jpg,What is the sole's color?,Cream,1
610W9J3NyfL,dc/dcd5c5af.jpg,What gem accents the cross?,Diamond,0
610W9J3NyfL,dc/dcd5c5af.jpg,What color is the metal?,Yellow,1
610W9J3NyfL,dc/dcd5c5af.jpg,What symbol is on the ring?,Cross,0
610W9J3NyfL,dc/dcd5c5af.jpg,How were the rings potentially made?,Handmade,1
610W9J3NyfL,dc/dcd5c5af.jpg,Where were the rings imported from?,Imported,0
71zHNpfit4L,4d/4de70eba.jpg,What material is the back case made from?,Hard,0
71zHNpfit4L,4d/4de70eba.jpg,Which brand phone is this case designed for?,Sony,0
71zHNpfit4L,4d/4de70eba.jpg,What type of ports are cut out?,Charging,0
71zHNpfit4L,4d/4de70eba.jpg,What style is the case design?,Stylish,3
71zHNpfit4L,4d/4de70eba.jpg,How are the buttons described as being accessed?,Easy,0
81+FGwXqOzL,ac/acc7c8b6.jpg,What kind of extract is in the capsules?,Kiwi,1
81+FGwXqOzL,ac/acc7c8b6.jpg,What milligram amount of Actazin Kiwi extract powder is in the supplement?,600,0
81+FGwXqOzL,ac/acc7c8b6.jpg,What kind of capsules are they?,Vegan,0
81+FGwXqOzL,ac/acc7c8b6.jpg,How many capsules are in the container?,Sixty,0
81+FGwXqOzL,ac/acc7c8b6.jpg,What function do these capsules support?,Gastrointestinal,1
81Z2HhrPaOL,8b/8b945e6b.jpg,What material is the back cover?,Hard,1
81Z2HhrPaOL,8b/8b945e6b.jpg,What fruit logo is visible?,Apple,0
81Z2HhrPaOL,8b/8b945e6b.jpg,What item does the case protect?,iPhone,0
81Z2HhrPaOL,8b/8b945e6b.jpg,What number is indicated as part of the model?,Seven,0
81Z2HhrPaOL,8b/8b945e6b.jpg,What pattern is on the case?,Brick,0
7174KqEUEvL,89/89619ca2.jpg,What animal is prominently displayed?,Panda,1
7174KqEUEvL,89/89619ca2.jpg,What color are the pandas besides white?,Black,1
7174KqEUEvL,89/89619ca2.jpg,What phone is the case compatible with?,Itel,1
7174KqEUEvL,89/89619ca2.jpg,What kind of cutouts are there?,Volume,1
7174KqEUEvL,89/89619ca2.jpg,What personality trait does the design express?,Unique,0
61LKi+Zz10L,e0/e047d451.jpg,What is the necklace's material?,Silver,2
61LKi+Zz10L,e0/e047d451.jpg,What object is the necklace?,Pendant,1
61LKi+Zz10L,e0/e047d451.jpg,What kind of stone is on the necklace?,Swarovski,0
61LKi+Zz10L,e0/e047d451.jpg,What is the gemstone's color?,Green,1
61LKi+Zz10L,e0/e047d451.jpg,What is on the necklace?,Chain,0
61rUi5IPxjL,6f/6f150742.jpg,What is the apparent shape of the stone arrangement?,Flower,0
61rUi5IPxjL,6f/6f150742.jpg,What is the color of the stones?,Burgundy,0
61rUi5IPxjL,6f/6f150742.jpg,What material is the ring band likely made of?,Metal,1
61rUi5IPxjL,6f/6f150742.jpg,What shape is the ring band?,Circular,0
61rUi5IPxjL,6f/6f150742.jpg,How many stones are visible on the ring?,Five,1
71AE6MR3kkL,e6/e602dd89.jpg,What brand of phone is the case for?,Oppo,1
71AE6MR3kkL,e6/e602dd89.jpg,What word appears before 'World'?,Mommy's,0
71AE6MR3kkL,e6/e602dd89.jpg,What is the design said to express?,Personality,1
71AE6MR3kkL,e6/e602dd89.jpg,What is raised to lift the screen and camera?,Bezel,0
71AE6MR3kkL,e6/e602dd89.jpg,What is 'fit' for this device?,Snug,0
81Puxv4Z3hL,63/63133fce.jpg,What embellishment is on the hat?,Pom-pom,0
81Puxv4Z3hL,63/63133fce.jpg,What is the texture of the scarf and hat set?,Cozy,0
81Puxv4Z3hL,63/63133fce.jpg,What season is this set designed for?,Winter,0
81Puxv4Z3hL,63/63133fce.jpg,What type of material is the pom-pom?,Fur,1
81Puxv4Z3hL,63/63133fce.jpg,What is the color of the hat and scarf set?,Grey,0
510tpsjC8YL,74/744b8d59.jpg,What percentage of fat is in the milk?,Two,0
510tpsjC8YL,74/744b8d59.jpg,What brand is the milk?,Amazon,0
510tpsjC8YL,74/744b8d59.jpg,What vitamin is found in this milk?,Vitamin,0
510tpsjC8YL,74/744b8d59.jpg,What is the milk guaranteed to be free of?,rBST,0
510tpsjC8YL,74/744b8d59.jpg,How many fluid ounces are in the container?,128,0
71Fea79X4pL,83/83d18f64.jpg,What is the primary material of the shoe?,Patent,1
71Fea79X4pL,83/83d18f64.jpg,What type of strap is featured?,Ankle,0
71Fea79X4pL,83/83d18f64.jpg,What best describes the sheen?,Glossy,1
71Fea79X4pL,83/83d18f64.jpg,How many shoes are visible?,One,0
71Fea79X4pL,83/83d18f64.jpg,What part of the shoe is raised?,Heel,0
81bDsRiQyhL,c2/c249d4fa.jpg,What type of salad is in the bag?,Romaine,1
81bDsRiQyhL,c2/c249d4fa.jpg,How many times has the salad been washed?,Three,1
81bDsRiQyhL,c2/c249d4fa.jpg,What color is the top of the bag?,Magenta,0
81bDsRiQyhL,c2/c249d4fa.jpg,Which company sells this product?,WholeFoods,0
81bDsRiQyhL,c2/c249d4fa.jpg,What is the certification of the product?,Organic,0
719jfLb1qKL,03/034942a5.jpg,What is the shoe's closure type?,Slip-on,0
719jfLb1qKL,03/034942a5.jpg,What material are the wrapping ties made of?,Strap,0
719jfLb1qKL,03/034942a5.jpg,What is the apparent color of the shoe?,Black,0
719jfLb1qKL,03/034942a5.jpg,What height is the profile of the depicted shoe?,Low,2
719jfLb1qKL,03/034942a5.jpg,Where do the ties wrap?,Ankle,5
41I0F49A1HL,3d/3dff5e21.jpg,How many bath towels are included in the set?,Two,0
41I0F49A1HL,3d/3dff5e21.jpg,What is the towel material?,Cotton,1
41I0F49A1HL,3d/3dff5e21.jpg,In what country were the towels manufactured?,Turkey,1
41I0F49A1HL,3d/3dff5e21.jpg,What is the weight of the towels in grams?,550,0
41I0F49A1HL,3d/3dff5e21.jpg,What type of border do the towels have?,Dobby,0
91WX-mn8mDL,b3/b3ab5b5e.jpg,What width is the buffet?,Fifty-five,1
91WX-mn8mDL,b3/b3ab5b5e.jpg,What material is the veneer?,Oak,3
91WX-mn8mDL,b3/b3ab5b5e.jpg,How many years is the warranty?,Three,0
91WX-mn8mDL,b3/b3ab5b5e.jpg,What kind of cloth should be used for cleaning?,Soft,0
91WX-mn8mDL,b3/b3ab5b5e.jpg,What is the buffet's height?,Thirty-six,0
71jOLqDMw5L,95/956c1db1.jpg,What shape is the base of the monitor stand?,Square,1
71jOLqDMw5L,95/956c1db1.jpg,What does the screen protect against besides scratches?,Dust,1
71jOLqDMw5L,95/956c1db1.jpg,What unit is used to measure the monitor screen?,Inches,1
71jOLqDMw5L,95/956c1db1.jpg,How many degrees is the viewing angle restricted to?,Sixty,0
71jOLqDMw5L,95/956c1db1.jpg,What brand provides the one-year warranty?,AmazonBasics,0
81QqTR2BWfL,41/41e588b7.jpg,What shape is the artwork?,Rectangle,0
81QqTR2BWfL,41/41e588b7.jpg,What color is the top portion of the artwork?,Aquamarine,1
81QqTR2BWfL,41/41e588b7.jpg,What material is around the artwork?,Metal,1
81QqTR2BWfL,41/41e588b7.jpg,What is located at the bottom of the artwork?,Sand,1
81QqTR2BWfL,41/41e588b7.jpg,What color is the water in the artwork?,Azure,0
7196qkHGvUL,4a/4a9b202f.jpg,What color is the pump's motor housing?,Black,1
7196qkHGvUL,4a/4a9b202f.jpg,What is the brand's initial?,W,0
7196qkHGvUL,4a/4a9b202f.jpg,What material is likely used for pump construction?,Plastic,0
7196qkHGvUL,4a/4a9b202f.jpg,What is connected by the thin copper tube?,Connector,0
7196qkHGvUL,4a/4a9b202f.jpg,What type of surface is the pump sitting on?,White,0
816COidPg2L,e9/e9df6224.jpg,What material is the rack likely made of?,Metal,0
816COidPg2L,e9/e9df6224.jpg,What shape is the bottom tray?,Rectangular,0
816COidPg2L,e9/e9df6224.jpg,What color is the bottom tray?,White,0
816COidPg2L,e9/e9df6224.jpg,What is the purpose of this item?,Drying,1
816COidPg2L,e9/e9df6224.jpg,How many rows of plate holders are visible?,Two,1
812GmqDs-OL,25/2570ae86.jpg,How is the design expressed?,Personality,0
812GmqDs-OL,25/2570ae86.jpg,What phone brand is the cover designed for?,Samsung,2
812GmqDs-OL,25/2570ae86.jpg,What type of case is it?,Hard,0
812GmqDs-OL,25/2570ae86.jpg,What model phone is this cover for?,A8,0
812GmqDs-OL,25/2570ae86.jpg,What color is the background of the design?,Black,1
91alMdj6UaL,84/84c8363d.jpg,What is the main color of the folder?,Brown,2
91alMdj6UaL,84/84c8363d.jpg,What is the material of the folder?,Paper,0
91alMdj6UaL,84/84c8363d.jpg,What is visible inside the folder?,Divider,0
91alMdj6UaL,84/84c8363d.jpg,What tool is the image showing?,Organizer,0
91alMdj6UaL,84/84c8363d.jpg,How many compartments are suggested by the visible dividers?,Five,5
61e4ooU0efL,13/13fe28f3.jpg,What color are the dominant flowers?,Blue,2
61e4ooU0efL,13/13fe28f3.jpg,What is the background color?,Beige,1
61e4ooU0efL,13/13fe28f3.jpg,What shape is each flower?,Daisy,3
61e4ooU0efL,13/13fe28f3.jpg,"What other color is present besides blue, beige, and green?",Burgundy,0
61e4ooU0efL,13/13fe28f3.jpg,What type of item is shown?,Rug,3
61CrymI4DDL,72/72283408.jpg,What kind of phone is this case for?,Realme,0
61CrymI4DDL,72/72283408.jpg,What adjective describes the case's back?,Flexible,0
61CrymI4DDL,72/72283408.jpg,What does the raised lip protect?,Screen,0
61CrymI4DDL,72/72283408.jpg,From what does this case protect against?,Scratches,1
61CrymI4DDL,72/72283408.jpg,What is not included with the case?,Warranty,0
41H0NVVBQAL,1d/1d926bbf.jpg,What material is the frame made of?,Aluminum,0
41H0NVVBQAL,1d/1d926bbf.jpg,What type of motion does the chair offer besides swiveling?,Rocking,0
41H0NVVBQAL,1d/1d926bbf.jpg,What is the seat fabric's material?,Texilene,0
41H0NVVBQAL,1d/1d926bbf.jpg,What is the chair's height in inches?,Forty-four,0
41H0NVVBQAL,1d/1d926bbf.jpg,What weight capacity is specified in pounds?,Two-hundred-fifty,1
71ZaxAzCy0L,b1/b1a86106.jpg,What material is the upper part made of?,Leather,0
71ZaxAzCy0L,b1/b1a86106.jpg,What describes the sneaker's style?,Metallic,0
71ZaxAzCy0L,b1/b1a86106.jpg,What pattern is featured on the leather?,Crackle,0
71ZaxAzCy0L,b1/b1a86106.jpg,What is the tongue's characteristic?,Contrast,0
71ZaxAzCy0L,b1/b1a86106.jpg,What embellishment is NOT mentioned?,Heart,0
71zVHaeunPL,72/7244391e.jpg,What is the texture of the case?,Hard,1
71zVHaeunPL,72/7244391e.jpg,What color is predominantly displayed?,Blue,0
71zVHaeunPL,72/7244391e.jpg,For which phone model is this cover designed?,InFocus,0
71zVHaeunPL,72/7244391e.jpg,What is the product's design like?,Stylish,1
71zVHaeunPL,72/7244391e.jpg,What kind of ports does the cover provide access to?,Charging,1
71Z-IPUmHNL,d8/d8e3361c.jpg,What material is the back case?,Hard,0
71Z-IPUmHNL,d8/d8e3361c.jpg,For what phone model is the cover?,Zenfone,2
71Z-IPUmHNL,d8/d8e3361c.jpg,What shape is held by the teddy bear?,Heart,0
71Z-IPUmHNL,d8/d8e3361c.jpg,What color is the background of the cover?,Pink,0
71Z-IPUmHNL,d8/d8e3361c.jpg,What kind of design is printed?,Stylish,3
71XAwNy5y0L,c0/c0a92b9a.jpg,What color is the phone case?,Pink,1
71XAwNy5y0L,c0/c0a92b9a.jpg,What brand of phone is this case for?,Gionee,0
71XAwNy5y0L,c0/c0a92b9a.jpg,What type of material is this case made of?,Hard,0
71XAwNy5y0L,c0/c0a92b9a.jpg,What kind of buttons have perfect cutouts?,Volume,2
71XAwNy5y0L,c0/c0a92b9a.jpg,What design is printed on the case?,Car,1
616qXYkOAuL,f7/f74d0954.jpg,What is the primary material used in construction?,Zinc,1
616qXYkOAuL,f7/f74d0954.jpg,What is the device's function?,Stopper,1
616qXYkOAuL,f7/f74d0954.jpg,What is the base made of?,Rubber,0
616qXYkOAuL,f7/f74d0954.jpg,What is the color of the pictured item?,Brass,1
616qXYkOAuL,f7/f74d0954.jpg,How many mounting hardware are included?,Three,0
61fDPuboMWL,f6/f66ebb0e.jpg,What kind of cheese is in the package?,Swiss,0
61fDPuboMWL,f6/f66ebb0e.jpg,How many slices are in the package?,Twelve,0
61fDPuboMWL,f6/f66ebb0e.jpg,What is the net weight listed on the package?,Ounces,0
61fDPuboMWL,f6/f66ebb0e.jpg,What market sells this product?,Foods,1
61fDPuboMWL,f6/f66ebb0e.jpg,What is the bag stated to be?,Resealable,1
61D7O9zwzZL,94/94719fda.jpg,What is the strength of each lansoprazole capsule?,Fifteen,0
61D7O9zwzZL,94/94719fda.jpg,How many days may it take for full effect?,Four,0
61D7O9zwzZL,94/94719fda.jpg,What quantity of capsules are in the package?,Forty-two,1
61D7O9zwzZL,94/94719fda.jpg,What is the brand name?,Basic,0
61D7O9zwzZL,94/94719fda.jpg,What condition does it treat?,Heartburn,1
71a24Wvc8+L,7a/7ac362ad.jpg,What kind of case is it?,Hard,0
71a24Wvc8+L,7a/7ac362ad.jpg,What year is the LG K10 for which this case is made?,2017,5
71a24Wvc8+L,7a/7ac362ad.jpg,What part of the phone is the case designed to cover?,Back,1
71a24Wvc8+L,7a/7ac362ad.jpg,What is a port mentioned in the description?,Charging,0
71a24Wvc8+L,7a/7ac362ad.jpg,What characteristic can the design express?,Personality,0
61Bj5tY+KDL,41/41e08cd0.jpg,What is the device shown?,Laptop,0
61Bj5tY+KDL,41/41e08cd0.jpg,What color is the laptop's keyboard?,Silver,0
61Bj5tY+KDL,41/41e08cd0.jpg,What kind of filter is on the screen?,Privacy,1
61Bj5tY+KDL,41/41e08cd0.jpg,What setting is on the computer's screen?,Beach,1
61Bj5tY+KDL,41/41e08cd0.jpg,What shape is the screen predominantly?,Rectangular,0
71q5fcCVmrL,71/716ee4c2.jpg,What is the scent of the air freshener?,Floral,0
71q5fcCVmrL,71/716ee4c2.jpg,How many refills are included?,Three,0
71q5fcCVmrL,71/716ee4c2.jpg,What color is the product packaging?,Pink,1
71q5fcCVmrL,71/716ee4c2.jpg,What brand is the air freshener?,Presto,0
71q5fcCVmrL,71/716ee4c2.jpg,What does the product claim to neutralize?,Smells,1
81u+RtfOJPL,f1/f13b0e9d.jpg,What brand of phone is the case for?,Panasonic,0
81u+RtfOJPL,f1/f13b0e9d.jpg,What design is printed on the case?,Graffiti,0
81u+RtfOJPL,f1/f13b0e9d.jpg,What characteristic of the design allows screen and camera to avoid flat surfaces?,Bezel,1
81u+RtfOJPL,f1/f13b0e9d.jpg,What word describes the case's fit?,Snug,5
81u+RtfOJPL,f1/f13b0e9d.jpg,What quality does the design appearance express?,Personality,0
71z8NAmcXUL,9c/9cccef6e.jpg,What type of shoe is pictured?,Avarca,0
71z8NAmcXUL,9c/9cccef6e.jpg,What is the shoe's color?,White,1
71z8NAmcXUL,9c/9cccef6e.jpg,What part connects the front to the back?,Strap,2
71z8NAmcXUL,9c/9cccef6e.jpg,What is the texture of the sole?,Ridged,0
71z8NAmcXUL,9c/9cccef6e.jpg,What material might the upper part be made of?,Leather,2
81+8lelDioL,b3/b35e754d.jpg,What style is the shoe's toe?,Round,0
81+8lelDioL,b3/b35e754d.jpg,What kind of shoe is this?,Sneaker,0
81+8lelDioL,b3/b35e754d.jpg,What type of closure does the shoe have?,Slip-On,1
81+8lelDioL,b3/b35e754d.jpg,What material is used for the outer part of the shoe?,Textile,1
81+8lelDioL,b3/b35e754d.jpg,How many days does the manufacturer warranty last?,Ninety,0
71cdRPxM+iL,2a/2a1ff726.jpg,What product is pictured?,Solmo,0
71cdRPxM+iL,2a/2a1ff726.jpg,What color are the bottle caps?,Black,0
71cdRPxM+iL,2a/2a1ff726.jpg,What adjective describes the shower gel?,Energising,3
71cdRPxM+iL,2a/2a1ff726.jpg,What volume is each bottle?,400,0
71cdRPxM+iL,2a/2a1ff726.jpg,How many bottles are visible?,Seven,0
61KmREF5cpL,f1/f1b73c5c.jpg,What material is the product made of?,Steel,0
61KmREF5cpL,f1/f1b73c5c.jpg,How deep are the containers?,Inches,1
61KmREF5cpL,f1/f1b73c5c.jpg,What shape are these containers?,Rectangular,1
61KmREF5cpL,f1/f1b73c5c.jpg,How many containers are shown?,Two,0
61KmREF5cpL,f1/f1b73c5c.jpg,What style of event are these ideal for?,Buffet,0
41jj-fPYt5L,ab/ab3c6755.jpg,What is the bracelet's apparent material?,Zirconia,0
41jj-fPYt5L,ab/ab3c6755.jpg,What is the overall shape of the bracelet?,Circular,0
41jj-fPYt5L,ab/ab3c6755.jpg,What is the perceived color of the bracelet?,Silver,1
41jj-fPYt5L,ab/ab3c6755.jpg,What common abbreviation is used for the material?,CZ,0
41jj-fPYt5L,ab/ab3c6755.jpg,What is the item pictured?,Bracelet,1
51a-inM4arL,3d/3d75015e.jpg,What shape is the main gemstone?,Circular,1
51a-inM4arL,3d/3d75015e.jpg,What is the apparent color of the central stone?,Aquamarine,1
51a-inM4arL,3d/3d75015e.jpg,What is the setting metal's hue?,Silver,0
51a-inM4arL,3d/3d75015e.jpg,How many earrings are visible?,Two,0
51a-inM4arL,3d/3d75015e.jpg,What is the halo around the central stone made of?,Diamonds,0
61+oKe8FOKL,97/970d08b0.jpg,What material is the binder made of?,Polypropylene,0
61+oKe8FOKL,97/970d08b0.jpg,What is the binder's color?,Black,0
61+oKe8FOKL,97/970d08b0.jpg,How many rings does the binder have?,Three,0
61+oKe8FOKL,97/970d08b0.jpg,What shape are the rings?,Round,1
61+oKe8FOKL,97/970d08b0.jpg,What is the warranty length for the binder?,Year,1
81137fBnLzL,c2/c2fcd90b.jpg,What device is the case for?,Vivo,0
81137fBnLzL,c2/c2fcd90b.jpg,What material is the case made of?,Hard,0
81137fBnLzL,c2/c2fcd90b.jpg,What design style is on the case?,Stylish,3
81137fBnLzL,c2/c2fcd90b.jpg,What port is easily accessible?,Charging,0
81137fBnLzL,c2/c2fcd90b.jpg,What feature protects the camera?,Bezel,0
71ONyIenhPL,ca/ca1d3647.jpg,What type of trim adorns the armrests?,Nailhead,0
71ONyIenhPL,ca/ca1d3647.jpg,How many minutes are needed for assembly?,Fifteen,0
71ONyIenhPL,ca/ca1d3647.jpg,What is the upholstery color?,Gray,2
71ONyIenhPL,ca/ca1d3647.jpg,What material composes the frame?,Plywood,0
71ONyIenhPL,ca/ca1d3647.jpg,What is the warranty period?,Three,0
71YJxLu1HZL,52/522c8163.jpg,What is the weight of the bread in ounces?,Eight,0
71YJxLu1HZL,52/522c8163.jpg,What type of roll is it?,Garlic,1
71YJxLu1HZL,52/522c8163.jpg,What characteristic describes the bread?,Artisan,0
71YJxLu1HZL,52/522c8163.jpg,Is the bread genetically modified?,Non-GMO,3
71YJxLu1HZL,52/522c8163.jpg,What action can be done with the roll?,Apart,0
613aa5wlutL,ea/eabbc446.jpg,What color are the curtains?,White,0
613aa5wlutL,ea/eabbc446.jpg,What material is typically used for the curtain rod?,Metal,0
613aa5wlutL,ea/eabbc446.jpg,How many curtain panels are pictured?,Two,0
613aa5wlutL,ea/eabbc446.jpg,What shape is created by the folds in the curtains?,Vertical,1
613aa5wlutL,ea/eabbc446.jpg,What is the general texture of the depicted curtains?,Smooth,0
710-8VWG4nL,bc/bc59e6e4.jpg,What color is the footwear?,Brown,0
710-8VWG4nL,bc/bc59e6e4.jpg,What is used to fasten the boot?,Laces,0
710-8VWG4nL,bc/bc59e6e4.jpg,What style is this type of boot?,Wingtip,0
710-8VWG4nL,bc/bc59e6e4.jpg,What type of product is pictured?,Footwear,1
710-8VWG4nL,bc/bc59e6e4.jpg,What material are the laces?,Textile,1
71HYEEmV0GL,48/486a4efe.jpg,What material is the back cover made of?,Hard,0
71HYEEmV0GL,48/486a4efe.jpg,What is the brand of the phone case?,Vivo,0
71HYEEmV0GL,48/486a4efe.jpg,What is the phone model the case is designed for?,V5,0
71HYEEmV0GL,48/486a4efe.jpg,How many colors of lights are visible?,Two,1
71HYEEmV0GL,48/486a4efe.jpg,What is the style of the phone case?,Stylish,0
71qXfO6rJIL,4c/4cf58b22.jpg,What material are the tassels made from?,Leather,1
71qXfO6rJIL,4c/4cf58b22.jpg,What type of textured pattern does the sandal have?,Crocodile,1
71qXfO6rJIL,4c/4cf58b22.jpg,What is the style of this footwear?,Slide,0
71qXfO6rJIL,4c/4cf58b22.jpg,How many tassels are present?,Multiple,1
71qXfO6rJIL,4c/4cf58b22.jpg,What color is the slide sandal?,Black,5
61RwEw+BlJL,dd/dd00f042.jpg,What is the height of each pocket?,10.5,0
61RwEw+BlJL,dd/dd00f042.jpg,How many metal hooks are included?,3,0
61RwEw+BlJL,dd/dd00f042.jpg,What material are the pockets made of?,Mesh,0
61RwEw+BlJL,dd/dd00f042.jpg,What is the color of the organizer?,White,0
61RwEw+BlJL,dd/dd00f042.jpg,How many pairs of sandals can the organizer hold?,24,1
71l1agmG6ZL,63/6324cdf1.jpg,What material is the case made of?,Hard,0
71l1agmG6ZL,63/6324cdf1.jpg,How many gerbera flowers are in the vase?,Two,0
71l1agmG6ZL,63/6324cdf1.jpg,What color is one of the flowers?,Yellow,0
71l1agmG6ZL,63/6324cdf1.jpg,What type of mobile is the case for?,LG,1
71l1agmG6ZL,63/6324cdf1.jpg,What year is specified for the model?,2017,3
81dfXp9sPZL,cc/cc5a0579.jpg,What type of layout does the keyboard have?,QWERTY,1
